Zone,Country,ISO3,Year, Population , PCDEA , MDI , PIMII ,Fortification
Latin America,Haiti,HTI,1988," 6,821,000 "," 1,736 ", 0.88 , 31.21 ,0
Latin America,Haiti,HTI,1989," 6,965,000 "," 1,694 ", 0.87 , 34.14 ,0
Latin America,Haiti,HTI,1990," 7,110,000 "," 1,744 ", 0.88 , 35.66 ,0
Latin America,Haiti,HTI,1991," 7,255,000 "," 1,755 ", 0.87 , 36.49 ,0
Latin America,Haiti,HTI,1992," 7,400,000 "," 1,723 ", 0.86 , 39.99 ,0
Latin America,Haiti,HTI,1993," 7,545,000 "," 1,716 ", 0.85 , 43.04 ,0
Latin America,Haiti,HTI,1994," 7,691,000 "," 1,699 ", 0.85 , 43.57 ,0
Latin America,Haiti,HTI,1995," 7,838,000 "," 1,755 ", 0.85 , 44.13 ,0
Latin America,Haiti,HTI,1996," 7,987,000 "," 1,805 ", 0.86 , 41.57 ,0
Latin America,Haiti,HTI,1997," 8,136,000 "," 1,839 ", 0.86 , 42.78 ,0
Latin America,Haiti,HTI,1998," 8,286,000 "," 1,914 ", 0.87 , 38.42 ,0
Latin America,Haiti,HTI,1999," 8,433,000 "," 1,954 ", 0.86 , 39.47 ,0
Latin America,Haiti,HTI,2000," 8,578,000 "," 1,957 ", 0.85 , 40.54 ,0
Latin America,Haiti,HTI,2001," 8,720,000 "," 1,894 ", 0.85 , 45.47 ,0
Latin America,Haiti,HTI,2002," 8,860,000 "," 1,898 ", 0.85 , 46.10 ,0
Latin America,Haiti,HTI,2003," 8,996,000 "," 1,867 ", 0.86 , 44.64 ,0
Latin America,Haiti,HTI,2004," 9,130,000 "," 1,888 ", 0.86 , 43.89 ,0
Latin America,Haiti,HTI,2005," 9,261,000 "," 1,880 ", 0.87 , 42.61 ,0
Latin America,Haiti,HTI,2006," 9,389,000 "," 1,938 ", 0.87 , 41.81 ,0
Latin America,Haiti,HTI,2007," 9,514,000 "," 1,968 ", 0.87 , 38.05 ,0
Latin America,Haiti,HTI,2008," 9,638,000 "," 2,011 ", 0.87 , 38.05 ,0
Latin America,Haiti,HTI,2009," 9,765,000 "," 2,055 ", 0.87 , 34.68 ,0
Latin America,Haiti,HTI,2010," 9,896,000 "," 2,167 ", 0.87 , 28.04 ,0
Latin America,Haiti,HTI,2011," 10,033,000 "," 2,095 ", 0.87 , 32.50 ,0
Latin America,Haiti,HTI,2011," 10,033,000 "," 2,095 ", 0.90 , 23.50 ,1
High Income NES,Hungary,HUN,1961," 10,031,000 "," 2,870 ", 0.92 , 10.30 ,0
High Income NES,Hungary,HUN,1962," 10,065,000 "," 3,050 ", 0.93 , 7.27 ,0
High Income NES,Hungary,HUN,1963," 10,100,000 "," 3,078 ", 0.93 , 7.05 ,0
High Income NES,Hungary,HUN,1964," 10,136,000 "," 3,050 ", 0.92 , 8.68 ,0
High Income NES,Hungary,HUN,1965," 10,170,000 "," 3,091 ", 0.92 , 8.05 ,0
High Income NES,Hungary,HUN,1966," 10,205,000 "," 3,284 ", 0.92 , 6.68 ,0
High Income NES,Hungary,HUN,1967," 10,239,000 "," 3,125 ", 0.91 , 8.42 ,0
High Income NES,Hungary,HUN,1968," 10,274,000 "," 3,161 ", 0.90 , 10.26 ,0
High Income NES,Hungary,HUN,1969," 10,309,000 "," 3,237 ", 0.93 , 6.70 ,0
High Income NES,Hungary,HUN,1970," 10,346,000 "," 3,247 ", 0.93 , 6.72 ,0
High Income NES,Hungary,HUN,1971," 10,382,000 "," 3,268 ", 0.94 , 6.68 ,0
High Income NES,Hungary,HUN,1972," 10,417,000 "," 3,202 ", 0.94 , 7.30 ,0
High Income NES,Hungary,HUN,1973," 10,455,000 "," 3,259 ", 0.93 , 7.42 ,0
High Income NES,Hungary,HUN,1974," 10,495,000 "," 3,376 ", 0.94 , 5.70 ,0
High Income NES,Hungary,HUN,1975," 10,541,000 "," 3,379 ", 0.92 , 6.22 ,0
High Income NES,Hungary,HUN,1976," 10,594,000 "," 3,288 ", 0.93 , 6.24 ,0
High Income NES,Hungary,HUN,1977," 10,651,000 "," 3,275 ", 0.92 , 7.04 ,0
High Income NES,Hungary,HUN,1978," 10,704,000 "," 3,311 ", 0.93 , 6.13 ,0
High Income NES,Hungary,HUN,1979," 10,743,000 "," 3,267 ", 0.93 , 6.58 ,0
High Income NES,Hungary,HUN,1980," 10,759,000 "," 3,381 ", 0.93 , 4.89 ,0
High Income NES,Hungary,HUN,1981," 10,750,000 "," 3,390 ", 0.92 , 5.67 ,0
High Income NES,Hungary,HUN,1982," 10,720,000 "," 3,412 ", 0.92 , 5.71 ,0
High Income NES,Hungary,HUN,1983," 10,674,000 "," 3,421 ", 0.92 , 5.40 ,0
High Income NES,Hungary,HUN,1984," 10,623,000 "," 3,389 ", 0.94 , 4.66 ,0
High Income NES,Hungary,HUN,1985," 10,573,000 "," 3,419 ", 0.93 , 5.28 ,0
High Income NES,Hungary,HUN,1986," 10,527,000 "," 3,439 ", 0.93 , 5.27 ,0
High Income NES,Hungary,HUN,1987," 10,482,000 "," 3,602 ", 0.93 , 4.04 ,0
High Income NES,Hungary,HUN,1988," 10,443,000 "," 3,530 ", 0.94 , 3.61 ,0
High Income NES,Hungary,HUN,1989," 10,410,000 "," 3,492 ", 0.94 , 5.26 ,0
High Income NES,Hungary,HUN,1990," 10,385,000 "," 3,376 ", 0.94 , 5.68 ,0
High Income NES,Hungary,HUN,1991," 10,370,000 "," 3,204 ", 0.94 , 6.31 ,0
High Income NES,Hungary,HUN,1992," 10,365,000 "," 3,277 ", 0.93 , 7.19 ,0
High Income NES,Hungary,HUN,1993," 10,364,000 "," 3,103 ", 0.94 , 9.01 ,0
High Income NES,Hungary,HUN,1994," 10,361,000 "," 3,024 ", 0.94 , 9.11 ,0
High Income NES,Hungary,HUN,1995," 10,352,000 "," 2,950 ", 0.94 , 10.01 ,0
High Income NES,Hungary,HUN,1996," 10,335,000 "," 2,928 ", 0.94 , 10.29 ,0
High Income NES,Hungary,HUN,1997," 10,311,000 "," 3,010 ", 0.95 , 7.90 ,0
High Income NES,Hungary,HUN,1998," 10,283,000 "," 3,007 ", 0.95 , 8.13 ,0
High Income NES,Hungary,HUN,1999," 10,253,000 "," 3,000 ", 0.95 , 8.41 ,0
High Income NES,Hungary,HUN,2000," 10,224,000 "," 3,167 ", 0.94 , 6.87 ,0
High Income NES,Hungary,HUN,2001," 10,196,000 "," 3,091 ", 0.95 , 6.98 ,0
High Income NES,Hungary,HUN,2002," 10,169,000 "," 3,069 ", 0.96 , 7.07 ,0
High Income NES,Hungary,HUN,2003," 10,142,000 "," 3,057 ", 0.95 , 7.43 ,0
High Income NES,Hungary,HUN,2004," 10,118,000 "," 3,194 ", 0.96 , 5.02 ,0
High Income NES,Hungary,HUN,2005," 10,096,000 "," 3,270 ", 0.93 , 6.54 ,0
High Income NES,Hungary,HUN,2006," 10,077,000 "," 3,278 ", 0.95 , 4.83 ,0
High Income NES,Hungary,HUN,2007," 10,061,000 "," 3,182 ", 0.95 , 5.86 ,0
High Income NES,Hungary,HUN,2008," 10,046,000 "," 3,187 ", 0.95 , 6.28 ,0
High Income NES,Hungary,HUN,2009," 10,031,000 "," 3,143 ", 0.93 , 8.28 ,0
High Income NES,Hungary,HUN,2010," 10,015,000 "," 3,039 ", 0.92 , 10.51 ,0
High Income NES,Hungary,HUN,2011," 9,996,000 "," 2,965 ", 0.95 , 8.48 ,0
High Income NES,Hungary,HUN,2011," 9,996,000 "," 2,965 ", 0.95 , 8.48 ,1
Southeast Asia,Indonesia,IDN,1961," 90,860,000 "," 1,825 ", 0.71 , 62.10 ,0
Southeast Asia,Indonesia,IDN,1962," 93,101,000 "," 1,829 ", 0.72 , 61.11 ,0
Southeast Asia,Indonesia,IDN,1963," 95,421,000 "," 1,814 ", 0.71 , 62.39 ,0
Southeast Asia,Indonesia,IDN,1964," 97,829,000 "," 1,863 ", 0.71 , 60.20 ,0
Southeast Asia,Indonesia,IDN,1965," 100,330,000 "," 1,848 ", 0.71 , 61.50 ,0
Southeast Asia,Indonesia,IDN,1966," 102,925,000 "," 1,835 ", 0.71 , 61.83 ,0
Southeast Asia,Indonesia,IDN,1967," 105,606,000 "," 1,839 ", 0.70 , 62.87 ,0
Southeast Asia,Indonesia,IDN,1968," 108,364,000 "," 1,857 ", 0.70 , 61.90 ,0
Southeast Asia,Indonesia,IDN,1969," 111,188,000 "," 1,893 ", 0.69 , 62.69 ,0
Southeast Asia,Indonesia,IDN,1970," 114,067,000 "," 1,930 ", 0.70 , 60.74 ,0
Southeast Asia,Indonesia,IDN,1971," 116,996,000 "," 1,958 ", 0.69 , 61.31 ,0
Southeast Asia,Indonesia,IDN,1972," 119,974,000 "," 1,990 ", 0.69 , 60.33 ,0
Southeast Asia,Indonesia,IDN,1973," 123,002,000 "," 2,074 ", 0.68 , 57.44 ,0
Southeast Asia,Indonesia,IDN,1974," 126,081,000 "," 2,093 ", 0.69 , 57.38 ,0
Southeast Asia,Indonesia,IDN,1975," 129,210,000 "," 2,080 ", 0.68 , 58.79 ,0
Southeast Asia,Indonesia,IDN,1976," 132,385,000 "," 2,053 ", 0.67 , 61.46 ,0
Southeast Asia,Indonesia,IDN,1977," 135,601,000 "," 2,097 ", 0.67 , 59.86 ,0
Southeast Asia,Indonesia,IDN,1978," 138,858,000 "," 2,134 ", 0.66 , 59.71 ,0
Southeast Asia,Indonesia,IDN,1979," 142,156,000 "," 2,194 ", 0.66 , 58.44 ,0
Southeast Asia,Indonesia,IDN,1980," 145,494,000 "," 2,234 ", 0.67 , 56.51 ,0
Southeast Asia,Indonesia,IDN,1981," 148,872,000 "," 2,311 ", 0.66 , 55.95 ,0
Southeast Asia,Indonesia,IDN,1982," 152,281,000 "," 2,318 ", 0.65 , 57.63 ,0
Southeast Asia,Indonesia,IDN,1983," 155,698,000 "," 2,376 ", 0.65 , 54.85 ,0
Southeast Asia,Indonesia,IDN,1984," 159,098,000 "," 2,401 ", 0.66 , 53.73 ,0
Southeast Asia,Indonesia,IDN,1985," 162,459,000 "," 2,417 ", 0.66 , 54.17 ,0
Southeast Asia,Indonesia,IDN,1986," 165,772,000 "," 2,441 ", 0.67 , 51.75 ,0
Southeast Asia,Indonesia,IDN,1987," 169,039,000 "," 2,492 ", 0.66 , 52.55 ,0
Southeast Asia,Indonesia,IDN,1988," 172,265,000 "," 2,584 ", 0.65 , 50.88 ,0
Southeast Asia,Indonesia,IDN,1989," 175,461,000 "," 2,601 ", 0.65 , 50.61 ,0
Southeast Asia,Indonesia,IDN,1990," 178,633,000 "," 2,338 ", 0.69 , 53.06 ,0
Southeast Asia,Indonesia,IDN,1991," 181,786,000 "," 2,355 ", 0.69 , 53.08 ,0
Southeast Asia,Indonesia,IDN,1992," 184,917,000 "," 2,410 ", 0.69 , 51.03 ,0
Southeast Asia,Indonesia,IDN,1993," 188,019,000 "," 2,428 ", 0.70 , 50.35 ,0
Southeast Asia,Indonesia,IDN,1994," 191,086,000 "," 2,465 ", 0.72 , 48.21 ,0
Southeast Asia,Indonesia,IDN,1995," 194,113,000 "," 2,551 ", 0.74 , 43.75 ,0
Southeast Asia,Indonesia,IDN,1996," 197,098,000 "," 2,545 ", 0.72 , 45.78 ,0
Southeast Asia,Indonesia,IDN,1997," 200,050,000 "," 2,494 ", 0.71 , 48.59 ,0
Southeast Asia,Indonesia,IDN,1998," 202,991,000 "," 2,484 ", 0.71 , 49.11 ,0
Southeast Asia,Indonesia,IDN,1999," 205,947,000 "," 2,468 ", 0.72 , 49.10 ,0
Southeast Asia,Indonesia,IDN,2000," 208,939,000 "," 2,435 ", 0.72 , 50.03 ,0
Southeast Asia,Indonesia,IDN,2001," 211,970,000 "," 2,422 ", 0.72 , 50.23 ,0
Southeast Asia,Indonesia,IDN,2002," 215,038,000 "," 2,450 ", 0.73 , 48.36 ,0
Southeast Asia,Indonesia,IDN,2003," 218,146,000 "," 2,467 ", 0.74 , 46.75 ,0
Southeast Asia,Indonesia,IDN,2004," 221,294,000 "," 2,470 ", 0.75 , 45.62 ,0
Southeast Asia,Indonesia,IDN,2005," 224,481,000 "," 2,465 ", 0.74 , 46.00 ,0
Southeast Asia,Indonesia,IDN,2006," 227,710,000 "," 2,478 ", 0.75 , 44.60 ,0
Southeast Asia,Indonesia,IDN,2007," 230,973,000 "," 2,518 ", 0.75 , 43.88 ,0
Southeast Asia,Indonesia,IDN,2008," 234,243,000 "," 2,545 ", 0.75 , 42.46 ,0
Southeast Asia,Indonesia,IDN,2009," 237,487,000 "," 2,601 ", 0.75 , 41.56 ,0
Southeast Asia,Indonesia,IDN,2010," 240,676,000 "," 2,648 ", 0.75 , 41.36 ,0
Southeast Asia,Indonesia,IDN,2011," 243,802,000 "," 2,709 ", 0.75 , 39.46 ,0
Southeast Asia,Indonesia,IDN,2011," 243,802,000 "," 2,709 ", 0.88 , 20.72 ,1
South Asia,India,IND,1961," 458,627,000 "," 2,008 ", 0.79 , 39.63 ,0
South Asia,India,IND,1962," 467,962,000 "," 2,050 ", 0.79 , 39.49 ,0
South Asia,India,IND,1963," 477,616,000 "," 1,971 ", 0.80 , 40.79 ,0
South Asia,India,IND,1964," 487,607,000 "," 1,995 ", 0.79 , 41.88 ,0
South Asia,India,IND,1965," 497,952,000 "," 1,926 ", 0.79 , 43.23 ,0
South Asia,India,IND,1966," 508,656,000 "," 1,936 ", 0.79 , 43.82 ,0
South Asia,India,IND,1967," 519,722,000 "," 1,986 ", 0.78 , 44.24 ,0
South Asia,India,IND,1968," 531,161,000 "," 2,004 ", 0.79 , 41.37 ,0
South Asia,India,IND,1969," 542,984,000 "," 2,031 ", 0.79 , 41.58 ,0
South Asia,India,IND,1970," 555,200,000 "," 2,108 ", 0.78 , 39.37 ,0
South Asia,India,IND,1971," 567,805,000 "," 1,986 ", 0.80 , 42.12 ,0
South Asia,India,IND,1972," 580,799,000 "," 1,981 ", 0.79 , 43.72 ,0
South Asia,India,IND,1973," 594,193,000 "," 2,043 ", 0.79 , 41.06 ,0
South Asia,India,IND,1974," 608,003,000 "," 1,932 ", 0.79 , 46.35 ,0
South Asia,India,IND,1975," 622,232,000 "," 2,056 ", 0.78 , 43.04 ,0
South Asia,India,IND,1976," 636,884,000 "," 1,919 ", 0.80 , 44.60 ,0
South Asia,India,IND,1977," 651,935,000 "," 2,101 ", 0.78 , 41.05 ,0
South Asia,India,IND,1978," 667,339,000 "," 2,143 ", 0.78 , 40.68 ,0
South Asia,India,IND,1979," 683,033,000 "," 2,020 ", 0.79 , 43.28 ,0
South Asia,India,IND,1980," 698,966,000 "," 1,987 ", 0.78 , 46.38 ,0
South Asia,India,IND,1981," 715,105,000 "," 2,053 ", 0.79 , 42.71 ,0
South Asia,India,IND,1982," 731,444,000 "," 2,026 ", 0.80 , 42.33 ,0
South Asia,India,IND,1983," 747,986,000 "," 2,204 ", 0.79 , 37.10 ,0
South Asia,India,IND,1984," 764,749,000 "," 2,208 ", 0.80 , 37.30 ,0
South Asia,India,IND,1985," 781,737,000 "," 2,152 ", 0.81 , 38.58 ,0
South Asia,India,IND,1986," 798,942,000 "," 2,159 ", 0.81 , 36.74 ,0
South Asia,India,IND,1987," 816,329,000 "," 2,169 ", 0.81 , 37.23 ,0
South Asia,India,IND,1988," 833,834,000 "," 2,269 ", 0.79 , 36.72 ,0
South Asia,India,IND,1989," 851,375,000 "," 2,361 ", 0.79 , 34.65 ,0
South Asia,India,IND,1990," 868,891,000 "," 2,193 ", 0.80 , 39.37 ,0
South Asia,India,IND,1991," 886,349,000 "," 2,286 ", 0.79 , 37.47 ,0
South Asia,India,IND,1992," 903,750,000 "," 2,324 ", 0.79 , 36.49 ,0
South Asia,India,IND,1993," 921,108,000 "," 2,259 ", 0.80 , 37.08 ,0
South Asia,India,IND,1994," 938,453,000 "," 2,282 ", 0.80 , 36.47 ,0
South Asia,India,IND,1995," 955,804,000 "," 2,313 ", 0.80 , 35.67 ,0
South Asia,India,IND,1996," 973,148,000 "," 2,335 ", 0.80 , 35.31 ,0
South Asia,India,IND,1997," 990,460,000 "," 2,360 ", 0.79 , 35.72 ,0
South Asia,India,IND,1998," 1,007,747,000 "," 2,357 ", 0.80 , 34.89 ,0
South Asia,India,IND,1999," 1,025,015,000 "," 2,392 ", 0.80 , 33.80 ,0
South Asia,India,IND,2000," 1,042,262,000 "," 2,371 ", 0.80 , 34.79 ,0
South Asia,India,IND,2001," 1,059,501,000 "," 2,324 ", 0.81 , 34.61 ,0
South Asia,India,IND,2002," 1,076,706,000 "," 2,281 ", 0.80 , 37.72 ,0
South Asia,India,IND,2003," 1,093,787,000 "," 2,271 ", 0.81 , 36.89 ,0
South Asia,India,IND,2004," 1,110,626,000 "," 2,245 ", 0.80 , 38.97 ,0
South Asia,India,IND,2005," 1,127,144,000 "," 2,263 ", 0.80 , 39.56 ,0
South Asia,India,IND,2006," 1,143,289,000 "," 2,323 ", 0.82 , 35.22 ,0
South Asia,India,IND,2007," 1,159,095,000 "," 2,389 ", 0.82 , 32.22 ,0
South Asia,India,IND,2008," 1,174,662,000 "," 2,421 ", 0.82 , 31.38 ,0
South Asia,India,IND,2009," 1,190,138,000 "," 2,406 ", 0.83 , 31.96 ,0
South Asia,India,IND,2010," 1,205,625,000 "," 2,436 ", 0.83 , 29.49 ,0
South Asia,India,IND,2011," 1,221,156,000 "," 2,446 ", 0.84 , 28.05 ,1
South Asia,India,IND,2011," 1,221,156,000 "," 2,446 ", 0.84 , 28.09 ,0
High Income NES,Ireland,IRL,1961," 2,828,000 "," 3,361 ", 0.96 , 2.73 ,0
High Income NES,Ireland,IRL,1962," 2,835,000 "," 3,366 ", 0.96 , 2.42 ,0
High Income NES,Ireland,IRL,1963," 2,847,000 "," 3,387 ", 0.96 , 2.76 ,0
High Income NES,Ireland,IRL,1964," 2,861,000 "," 3,390 ", 0.96 , 2.90 ,0
High Income NES,Ireland,IRL,1965," 2,875,000 "," 3,396 ", 0.96 , 2.71 ,0
High Income NES,Ireland,IRL,1966," 2,887,000 "," 3,387 ", 0.96 , 2.79 ,0
High Income NES,Ireland,IRL,1967," 2,900,000 "," 3,416 ", 0.96 , 2.91 ,0
High Income NES,Ireland,IRL,1968," 2,915,000 "," 3,420 ", 0.96 , 2.78 ,0
High Income NES,Ireland,IRL,1969," 2,936,000 "," 3,425 ", 0.97 , 2.37 ,0
High Income NES,Ireland,IRL,1970," 2,963,000 "," 3,435 ", 0.97 , 2.12 ,0
High Income NES,Ireland,IRL,1971," 2,998,000 "," 3,475 ", 0.96 , 2.67 ,0
High Income NES,Ireland,IRL,1972," 3,039,000 "," 3,442 ", 0.97 , 2.62 ,0
High Income NES,Ireland,IRL,1973," 3,085,000 "," 3,484 ", 0.96 , 2.42 ,0
High Income NES,Ireland,IRL,1974," 3,134,000 "," 3,518 ", 0.97 , 1.79 ,0
High Income NES,Ireland,IRL,1975," 3,184,000 "," 3,462 ", 0.98 , 1.75 ,0
High Income NES,Ireland,IRL,1976," 3,234,000 "," 3,421 ", 0.97 , 2.09 ,0
High Income NES,Ireland,IRL,1977," 3,284,000 "," 3,504 ", 0.97 , 1.57 ,0
High Income NES,Ireland,IRL,1978," 3,333,000 "," 3,587 ", 0.97 , 1.40 ,0
High Income NES,Ireland,IRL,1979," 3,378,000 "," 3,548 ", 0.97 , 1.36 ,0
High Income NES,Ireland,IRL,1980," 3,418,000 "," 3,574 ", 0.97 , 1.44 ,0
High Income NES,Ireland,IRL,1981," 3,453,000 "," 3,534 ", 0.97 , 1.43 ,0
High Income NES,Ireland,IRL,1982," 3,482,000 "," 3,600 ", 0.97 , 1.46 ,0
High Income NES,Ireland,IRL,1983," 3,506,000 "," 3,545 ", 0.96 , 2.09 ,0
High Income NES,Ireland,IRL,1984," 3,523,000 "," 3,534 ", 0.97 , 1.96 ,0
High Income NES,Ireland,IRL,1985," 3,534,000 "," 3,572 ", 0.97 , 1.88 ,0
High Income NES,Ireland,IRL,1986," 3,538,000 "," 3,611 ", 0.97 , 1.52 ,0
High Income NES,Ireland,IRL,1987," 3,537,000 "," 3,584 ", 0.97 , 1.43 ,0
High Income NES,Ireland,IRL,1988," 3,533,000 "," 3,586 ", 0.97 , 1.33 ,0
High Income NES,Ireland,IRL,1989," 3,530,000 "," 3,584 ", 0.97 , 1.62 ,0
High Income NES,Ireland,IRL,1990," 3,531,000 "," 3,621 ", 0.97 , 1.43 ,0
High Income NES,Ireland,IRL,1991," 3,538,000 "," 3,579 ", 0.97 , 1.26 ,0
High Income NES,Ireland,IRL,1992," 3,549,000 "," 3,619 ", 0.97 , 1.13 ,0
High Income NES,Ireland,IRL,1993," 3,566,000 "," 3,533 ", 0.97 , 1.42 ,0
High Income NES,Ireland,IRL,1994," 3,587,000 "," 3,579 ", 0.96 , 1.74 ,0
High Income NES,Ireland,IRL,1995," 3,611,000 "," 3,509 ", 0.96 , 2.17 ,0
High Income NES,Ireland,IRL,1996," 3,638,000 "," 3,605 ", 0.96 , 1.38 ,0
High Income NES,Ireland,IRL,1997," 3,670,000 "," 3,683 ", 0.96 , 1.75 ,0
High Income NES,Ireland,IRL,1998," 3,707,000 "," 3,681 ", 0.96 , 1.60 ,0
High Income NES,Ireland,IRL,1999," 3,751,000 "," 3,704 ", 0.96 , 1.77 ,0
High Income NES,Ireland,IRL,2000," 3,804,000 "," 3,732 ", 0.97 , 1.35 ,0
High Income NES,Ireland,IRL,2001," 3,866,000 "," 3,721 ", 0.97 , 0.99 ,0
High Income NES,Ireland,IRL,2002," 3,936,000 "," 3,590 ", 0.97 , 1.21 ,0
High Income NES,Ireland,IRL,2003," 4,011,000 "," 3,589 ", 0.97 , 1.37 ,0
High Income NES,Ireland,IRL,2004," 4,086,000 "," 3,569 ", 0.97 , 1.49 ,0
High Income NES,Ireland,IRL,2005," 4,158,000 "," 3,420 ", 0.98 , 1.80 ,0
High Income NES,Ireland,IRL,2006," 4,226,000 "," 3,533 ", 0.97 , 1.42 ,0
High Income NES,Ireland,IRL,2007," 4,291,000 "," 3,517 ", 0.97 , 1.46 ,0
High Income NES,Ireland,IRL,2008," 4,352,000 "," 3,568 ", 0.97 , 1.23 ,0
High Income NES,Ireland,IRL,2009," 4,410,000 "," 3,551 ", 0.97 , 1.18 ,0
High Income NES,Ireland,IRL,2010," 4,468,000 "," 3,576 ", 0.97 , 0.96 ,0
High Income NES,Ireland,IRL,2011," 4,523,000 "," 3,584 ", 0.96 , 1.31 ,0
High Income NES,Ireland,IRL,2011," 4,523,000 "," 3,584 ", 0.96 , 1.31 ,1
WCANA,Iran,IRN,1961," 22,536,000 "," 1,744 ", 0.89 , 41.40 ,0
WCANA,Iran,IRN,1962," 23,130,000 "," 1,744 ", 0.89 , 42.83 ,0
WCANA,Iran,IRN,1963," 23,742,000 "," 1,792 ", 0.88 , 41.96 ,0
WCANA,Iran,IRN,1964," 24,373,000 "," 1,862 ", 0.86 , 41.56 ,0
WCANA,Iran,IRN,1965," 25,024,000 "," 1,876 ", 0.86 , 42.34 ,0
WCANA,Iran,IRN,1966," 25,697,000 "," 2,024 ", 0.84 , 38.17 ,0
WCANA,Iran,IRN,1967," 26,394,000 "," 2,043 ", 0.85 , 35.23 ,0
WCANA,Iran,IRN,1968," 27,113,000 "," 2,174 ", 0.84 , 32.70 ,0
WCANA,Iran,IRN,1969," 27,851,000 "," 2,044 ", 0.86 , 34.03 ,0
WCANA,Iran,IRN,1970," 28,607,000 "," 2,104 ", 0.86 , 33.18 ,0
WCANA,Iran,IRN,1971," 29,382,000 "," 2,036 ", 0.86 , 34.90 ,0
WCANA,Iran,IRN,1972," 30,184,000 "," 2,177 ", 0.85 , 31.91 ,0
WCANA,Iran,IRN,1973," 31,025,000 "," 2,325 ", 0.84 , 28.39 ,0
WCANA,Iran,IRN,1974," 31,918,000 "," 2,402 ", 0.85 , 26.35 ,0
WCANA,Iran,IRN,1975," 32,878,000 "," 2,433 ", 0.85 , 25.68 ,0
WCANA,Iran,IRN,1976," 33,901,000 "," 2,454 ", 0.87 , 21.70 ,0
WCANA,Iran,IRN,1977," 34,992,000 "," 2,480 ", 0.87 , 20.81 ,0
WCANA,Iran,IRN,1978," 36,172,000 "," 2,512 ", 0.86 , 21.65 ,0
WCANA,Iran,IRN,1979," 37,466,000 "," 2,578 ", 0.85 , 20.87 ,0
WCANA,Iran,IRN,1980," 38,890,000 "," 2,656 ", 0.85 , 20.32 ,0
WCANA,Iran,IRN,1981," 40,440,000 "," 2,713 ", 0.87 , 15.70 ,0
WCANA,Iran,IRN,1982," 42,100,000 "," 2,702 ", 0.88 , 14.45 ,0
WCANA,Iran,IRN,1983," 43,853,000 "," 2,769 ", 0.86 , 16.33 ,0
WCANA,Iran,IRN,1984," 45,672,000 "," 2,735 ", 0.87 , 14.24 ,0
WCANA,Iran,IRN,1985," 47,532,000 "," 2,709 ", 0.86 , 14.74 ,0
WCANA,Iran,IRN,1986," 49,441,000 "," 2,715 ", 0.86 , 14.68 ,0
WCANA,Iran,IRN,1987," 51,378,000 "," 2,785 ", 0.84 , 17.39 ,0
WCANA,Iran,IRN,1988," 53,250,000 "," 2,711 ", 0.83 , 20.03 ,0
WCANA,Iran,IRN,1989," 54,938,000 "," 2,855 ", 0.82 , 20.23 ,0
WCANA,Iran,IRN,1990," 56,362,000 "," 2,880 ", 0.85 , 13.91 ,0
WCANA,Iran,IRN,1991," 57,472,000 "," 2,941 ", 0.83 , 17.44 ,0
WCANA,Iran,IRN,1992," 58,307,000 "," 3,022 ", 0.85 , 13.09 ,0
WCANA,Iran,IRN,1993," 58,982,000 "," 3,093 ", 0.85 , 13.21 ,0
WCANA,Iran,IRN,1994," 59,663,000 "," 3,063 ", 0.84 , 15.04 ,0
WCANA,Iran,IRN,1995," 60,468,000 "," 3,027 ", 0.84 , 15.64 ,0
WCANA,Iran,IRN,1996," 61,441,000 "," 3,052 ", 0.86 , 13.07 ,0
WCANA,Iran,IRN,1997," 62,543,000 "," 3,089 ", 0.85 , 14.09 ,0
WCANA,Iran,IRN,1998," 63,713,000 "," 3,050 ", 0.86 , 13.56 ,0
WCANA,Iran,IRN,1999," 64,859,000 "," 3,071 ", 0.85 , 13.87 ,0
WCANA,Iran,IRN,2000," 65,911,000 "," 3,023 ", 0.86 , 14.44 ,0
WCANA,Iran,IRN,2001," 66,858,000 "," 3,033 ", 0.86 , 14.65 ,0
WCANA,Iran,IRN,2002," 67,727,000 "," 3,007 ", 0.87 , 14.07 ,0
WCANA,Iran,IRN,2003," 68,543,000 "," 3,009 ", 0.87 , 14.30 ,0
WCANA,Iran,IRN,2004," 69,342,000 "," 3,059 ", 0.87 , 13.91 ,0
WCANA,Iran,IRN,2005," 70,152,000 "," 3,054 ", 0.89 , 11.99 ,0
WCANA,Iran,IRN,2006," 70,977,000 "," 3,013 ", 0.91 , 10.55 ,0
WCANA,Iran,IRN,2007," 71,809,000 "," 3,034 ", 0.91 , 10.06 ,0
WCANA,Iran,IRN,2008," 72,661,000 "," 3,033 ", 0.86 , 14.76 ,0
WCANA,Iran,IRN,2009," 73,543,000 "," 3,024 ", 0.88 , 12.95 ,0
WCANA,Iran,IRN,2010," 74,462,000 "," 3,057 ", 0.87 , 12.95 ,0
WCANA,Iran,IRN,2011," 75,424,000 "," 3,055 ", 0.90 , 9.66 ,0
WCANA,Iran,IRN,2011," 75,424,000 "," 3,055 ", 0.90 , 9.09 ,1
WCANA,Iraq,IRQ,1961," 7,475,000 "," 1,736 ", 0.94 , 34.30 ,0
WCANA,Iraq,IRQ,1962," 7,674,000 "," 1,864 ", 0.93 , 29.53 ,0
WCANA,Iraq,IRQ,1963," 7,889,000 "," 1,975 ", 0.92 , 26.64 ,0
WCANA,Iraq,IRQ,1964," 8,122,000 "," 2,027 ", 0.91 , 24.88 ,0
